id,zipcode,price,median_price,condition,buy
7129300520,98178,221900.0,279000.0,3,no
4060000240,98178,205425.0,279000.0,4,yes
4058801670,98178,445000.0,279000.0,3,no
2976800796,98178,236000.0,279000.0,3,no
6874200960,98178,170000.0,279000.0,3,no
4268200055,98178,245000.0,279000.0,3,no
3969300030,98178,165000.0,279000.0,3,no
1678400105,98178,339000.0,279000.0,3,no
2172000075,98178,290900.0,279000.0,3,no
1180003090,98178,190000.0,279000.0,3,no
561000075,98178,260000.0,279000.0,4,yes
1123049053,98178,360000.0,279000.0,3,no
7812800565,98178,289500.0,279000.0,4,no
3348401740,98178,188000.0,279000.0,3,no
2171400197,98178,350000.0,279000.0,3,no
5476200160,98178,164808.0,279000.0,3,no
9368700223,98178,310000.0,279000.0,5,no
7567600045,98178,825000.0,279000.0,4,no
2171400126,98178,269000.0,279000.0,3,no
3352402236,98178,252500.0,279000.0,5,yes
8069000075,98178,790000.0,279000.0,3,no
7812800310,98178,260000.0,279000.0,3,no
2171400218,98178,245000.0,279000.0,3,no
8073000550,98178,1700000.0,279000.0,3,no
4058800830,98178,612000.0,279000.0,3,no
9368700341,98178,285000.0,279000.0,5,no
1180002378,98178,299000.0,279000.0,3,no
185000118,98178,212000.0,279000.0,5,yes
3810000860,98178,240000.0,279000.0,3,no
3810000565,98178,255000.0,279000.0,3,no
1180500070,98178,335000.0,279000.0,3,no
179000350,98178,194000.0,279000.0,3,no
3810000202,98178,251700.0,279000.0,3,no
4058802105,98178,150000.0,279000.0,3,no
2976800550,98178,280005.0,279000.0,3,no
3810000465,98178,243000.0,279000.0,4,yes
7129300400,98178,400000.0,279000.0,3,no
7878400135,98178,355000.0,279000.0,3,no
7887200390,98178,294000.0,279000.0,3,no
179003055,98178,210000.0,279000.0,3,no
3352400004,98178,184500.0,279000.0,3,no
3352401981,98178,199000.0,279000.0,3,no
393000045,98178,415000.0,279000.0,3,no
2144800215,98178,285000.0,279000.0,4,no
5476200123,98178,200000.0,279000.0,3,no
8073000495,98178,700000.0,279000.0,3,no
3800008,98178,178000.0,279000.0,3,no
2172000750,98178,160000.0,279000.0,3,no
7813200115,98178,100000.0,279000.0,3,no
4058801240,98178,330000.0,279000.0,4,no
9282801720,98178,355000.0,279000.0,4,no
3352402250,98178,119900.0,279000.0,3,no
7657000165,98178,200000.0,279000.0,3,no
561000300,98178,345100.0,279000.0,3,no
399000195,98178,200000.0,279000.0,3,no
3348401584,98178,210000.0,279000.0,3,no
1159100100,98178,359950.0,279000.0,4,no
8073000265,98178,360000.0,279000.0,4,no
399000025,98178,265000.0,279000.0,3,no
9368700031,98178,195000.0,279000.0,3,no
1180500100,98178,353000.0,279000.0,3,no
3991400080,98178,499900.0,279000.0,3,no
3352402195,98178,169000.0,279000.0,3,no
2328800130,98178,220000.0,279000.0,3,no
9282801950,98178,279000.0,279000.0,3,no
3348401319,98178,372500.0,279000.0,3,no
8068000585,98178,235000.0,279000.0,5,yes
623059016,98178,1100000.0,279000.0,3,no
7129300420,98178,258000.0,279000.0,5,yes
4060000440,98178,241000.0,279000.0,3,no
185000161,98178,261000.0,279000.0,3,no
7878400022,98178,390000.0,279000.0,3,no
4141680190,98178,375000.0,279000.0,3,no
3810000020,98178,352000.0,279000.0,3,no
4058801310,98178,287000.0,279000.0,3,no
8068000305,98178,241000.0,279000.0,3,no
8067000020,98178,295000.0,279000.0,3,no
4058801702,98178,800000.0,279000.0,3,no
9368700006,98178,375000.0,279000.0,3,no
1180008315,98178,212000.0,279000.0,5,yes
3810000480,98178,350000.0,279000.0,5,no
4327600010,98178,336000.0,279000.0,3,no
3878900185,98178,303100.0,279000.0,3,no
8069000216,98178,356200.0,279000.0,5,no
7657000225,98178,205000.0,279000.0,3,no
4058200630,98178,353000.0,279000.0,4,no
7130300170,98178,552000.0,279000.0,4,no
6706200130,98178,343000.0,279000.0,3,no
1823059106,98178,288250.0,279000.0,3,no
3352400330,98178,216000.0,279000.0,3,no
3810000455,98178,340000.0,279000.0,3,no
4136800205,98178,258000.0,279000.0,3,no
4058200985,98178,472000.0,279000.0,4,no
7812800865,98178,170000.0,279000.0,3,no
7657600195,98178,199950.0,279000.0,3,no
1180000625,98178,315000.0,279000.0,3,no
7812801115,98178,153000.0,279000.0,3,no
9282800065,98178,203000.0,279000.0,3,no
3348401095,98178,210000.0,279000.0,3,no
3878900815,98178,361000.0,279000.0,3,no
8068000730,98178,315000.0,279000.0,5,no
9218400088,98178,495000.0,279000.0,3,no
2144800615,98178,190000.0,279000.0,3,no
2520900301,98178,239300.0,279000.0,3,no
2172000846,98178,248000.0,279000.0,3,no
7657600025,98178,289900.0,279000.0,3,no
7812800515,98178,159075.0,279000.0,3,no
7689600650,98178,323500.0,279000.0,3,no
4058801225,98178,350000.0,279000.0,4,no
3352400325,98178,225000.0,279000.0,3,no
1180007005,98178,265950.0,279000.0,4,yes
372000040,98178,304000.0,279000.0,3,no
3878900395,98178,323000.0,279000.0,3,no
179001425,98178,230000.0,279000.0,3,no
4058801065,98178,272000.0,279000.0,5,yes
2976800115,98178,349170.0,279000.0,3,no
7812800775,98178,264250.0,279000.0,3,no
4059400265,98178,339950.0,279000.0,4,no
7390400026,98178,315000.0,279000.0,3,no
2144800117,98178,270000.0,279000.0,3,no
4058801230,98178,256000.0,279000.0,3,no
1123049129,98178,284200.0,279000.0,3,no
7812801925,98178,230000.0,279000.0,4,yes
5476800069,98178,292050.0,279000.0,3,no
4440400125,98178,228000.0,279000.0,3,no
9282800075,98178,339000.0,279000.0,4,no
1180002075,98178,235000.0,279000.0,3,no
3878900270,98178,466000.0,279000.0,4,no
179000505,98178,257000.0,279000.0,3,no
7812800681,98178,166000.0,279000.0,4,yes
1180000885,98178,340500.0,279000.0,4,no
1180002735,98178,269000.0,279000.0,4,yes
2976800700,98178,301350.0,279000.0,5,no
179000240,98178,290500.0,279000.0,3,no
2045400075,98178,415000.0,279000.0,3,no
4279900140,98178,251000.0,279000.0,5,yes
7390400069,98178,450000.0,279000.0,3,no
3348401382,98178,318000.0,279000.0,5,no
3352401090,98178,238950.0,279000.0,3,no
9368700270,98178,137900.0,279000.0,3,no
2144800311,98178,315000.0,279000.0,3,no
1180002470,98178,354000.0,279000.0,3,no
6002400030,98178,324950.0,279000.0,3,no
7567600030,98178,750000.0,279000.0,4,no
3352402272,98178,230000.0,279000.0,4,yes
4058802255,98178,219950.0,279000.0,3,no
4058800875,98178,343500.0,279000.0,4,no
1180003435,98178,275000.0,279000.0,3,no
3878900681,98178,272000.0,279000.0,3,no
4058800135,98178,419000.0,279000.0,3,no
393000311,98178,286300.0,279000.0,3,no
2172000570,98178,317000.0,279000.0,4,no
182000350,98178,287500.0,279000.0,4,no
7812801125,98178,222900.0,279000.0,3,no
1180007375,98178,625000.0,279000.0,3,no
7689600360,98178,215000.0,279000.0,3,no
7192200040,98178,280000.0,279000.0,3,no
7657000085,98178,218000.0,279000.0,3,no
2988800065,98178,281000.0,279000.0,3,no
1262700040,98178,363500.0,279000.0,5,no
7812800155,98178,170000.0,279000.0,2,no
7689600330,98178,207000.0,279000.0,3,no
4058801325,98178,319950.0,279000.0,5,no
3352400905,98178,245000.0,279000.0,3,no
393000385,98178,255000.0,279000.0,3,no
393000142,98178,372000.0,279000.0,3,no
4058802300,98178,300000.0,279000.0,3,no
2976800749,98178,150000.0,279000.0,3,no
2172000035,98178,190000.0,279000.0,3,no
1423049029,98178,265000.0,279000.0,3,no
4058801575,98178,415000.0,279000.0,3,no
3348401490,98178,265000.0,279000.0,3,no
7812800995,98178,200000.0,279000.0,3,no
4059400515,98178,229950.0,279000.0,3,no
1180003175,98178,229950.0,279000.0,3,no
4058800925,98178,452100.0,279000.0,3,no
3348401622,98178,223000.0,279000.0,5,yes
4058200040,98178,361000.0,279000.0,3,no
2976800145,98178,260000.0,279000.0,3,no
2976800360,98178,335750.0,279000.0,3,no
7129300175,98178,406000.0,279000.0,4,no
179001046,98178,229000.0,279000.0,3,no
5476800201,98178,295000.0,279000.0,4,no
1180005280,98178,239950.0,279000.0,4,yes
7812801590,98178,219900.0,279000.0,3,no
4058800500,98178,416100.0,279000.0,3,no
3352400351,98178,200000.0,279000.0,4,yes
7812801850,98178,194000.0,279000.0,3,no
179001101,98178,135000.0,279000.0,3,no
7961500010,98178,245000.0,279000.0,3,no
2172000894,98178,225000.0,279000.0,3,no
1123049027,98178,157500.0,279000.0,3,no
9218400050,98178,475000.0,279000.0,4,no
3878900525,98178,329000.0,279000.0,3,no
3347400525,98178,147000.0,279000.0,3,no
1180005220,98178,225000.0,279000.0,4,yes
8073000585,98178,840500.0,279000.0,3,no
4060000020,98178,299980.0,279000.0,3,no
2172000285,98178,254500.0,279000.0,3,no
7657600005,98178,249950.0,279000.0,4,yes
8073000491,98178,700000.0,279000.0,3,no
1180008370,98178,415000.0,279000.0,3,no
3878900225,98178,345000.0,279000.0,3,no
8068000440,98178,399000.0,279000.0,5,no
1223049150,98178,325000.0,279000.0,3,no
1180002580,98178,180000.0,279000.0,2,no
723059073,98178,329950.0,279000.0,3,no
4059400585,98178,218000.0,279000.0,4,yes
4058802335,98178,326000.0,279000.0,3,no
2045800006,98178,439000.0,279000.0,5,no
2171400199,98178,277554.0,279000.0,3,no
7689600630,98178,216500.0,279000.0,4,yes
4059400190,98178,225000.0,279000.0,4,yes
8073000480,98178,869000.0,279000.0,3,no
7812801700,98178,227000.0,279000.0,3,no
4060000290,98178,253000.0,279000.0,5,yes
4060000170,98178,255000.0,279000.0,3,no
1123049126,98178,227000.0,279000.0,3,no
3352401476,98178,199988.0,279000.0,3,no
4058801680,98178,300000.0,279000.0,3,no
7129300500,98178,315000.0,279000.0,3,no
1180005050,98178,463000.0,279000.0,3,no
3347401315,98178,220000.0,279000.0,4,yes
1180002745,98178,285000.0,279000.0,3,no
3151600035,98178,261590.0,279000.0,3,no
1423049019,98178,90000.0,279000.0,3,no
7812800855,98178,159100.0,279000.0,3,no
4058800215,98178,430000.0,279000.0,3,no
3810000843,98178,345000.0,279000.0,4,no
7812500180,98178,292000.0,279000.0,3,no
1180008355,98178,380000.0,279000.0,5,no
7812800215,98178,235000.0,279000.0,3,no
7657000210,98178,280000.0,279000.0,5,no
7657000540,98178,165000.0,279000.0,3,no
4058801780,98178,465000.0,279000.0,3,no
9282801450,98178,361000.0,279000.0,3,no
7689600215,98178,202500.0,279000.0,3,no
4058800930,98178,385000.0,279000.0,3,no
1823059223,98178,291000.0,279000.0,3,no
3352400661,98178,135900.0,279000.0,3,no
2988800011,98178,244000.0,279000.0,3,no
2144800146,98178,257500.0,279000.0,5,yes
4440400155,98178,190000.0,279000.0,3,no
7812801785,98178,221347.0,279000.0,3,no
3352401037,98178,224000.0,279000.0,3,no
4058200915,98178,324950.0,279000.0,3,no
7878400043,98178,185000.0,279000.0,3,no
9282801030,98178,440000.0,279000.0,3,no
3878900464,98178,229500.0,279000.0,3,no
3379200100,98178,334000.0,279000.0,4,no
1180000830,98178,460000.0,279000.0,3,no
2172000890,98178,385000.0,279000.0,3,no
1123049232,98178,279000.0,279000.0,3,no
179001455,98178,445000.0,279000.0,3,no
7813500040,98178,335000.0,279000.0,3,no
4058800439,98178,664950.0,279000.0,3,no
4140940130,98178,450000.0,279000.0,3,no
4140940150,98178,572000.0,279000.0,3,no
6414100192,98125,538000.0,425000.0,3,no
8820901275,98125,571000.0,425000.0,5,no
1133000671,98125,315000.0,425000.0,3,no
3992700335,98125,382500.0,425000.0,3,no
6414100671,98125,425000.0,425000.0,3,no
9423400140,98125,450000.0,425000.0,3,no
8820902200,98125,1199000.0,425000.0,3,no
6381500700,98125,365000.0,425000.0,3,no
2826049234,98125,425000.0,425000.0,3,no
6798100662,98125,312000.0,425000.0,3,no
8820903380,98125,452000.0,425000.0,3,no
8820901670,98125,971000.0,425000.0,3,no
9455200445,98125,601000.0,425000.0,3,no
1455100116,98125,397500.0,425000.0,4,yes
1455600030,98125,645000.0,425000.0,3,no
2826049282,98125,530000.0,425000.0,3,no
6414100560,98125,475000.0,425000.0,3,no
9421500070,98125,528000.0,425000.0,3,no
5144000036,98125,360000.0,425000.0,3,no
751000060,98125,353000.0,425000.0,4,yes
4427100030,98125,332500.0,425000.0,3,no
9455200570,98125,632000.0,425000.0,3,no
1453600202,98125,520000.0,425000.0,3,no
6370000070,98125,359000.0,425000.0,4,yes
5418200295,98125,549500.0,425000.0,4,no
8902500118,98125,326000.0,425000.0,3,no
6381500505,98125,400000.0,425000.0,3,no
2126049032,98125,375000.0,425000.0,5,yes
8822901200,98125,430000.0,425000.0,3,no
3226049117,98125,387500.0,425000.0,4,yes
4073800140,98125,429000.0,425000.0,3,no
6632300478,98125,400000.0,425000.0,4,yes
2239800070,98125,417000.0,425000.0,3,no
3448000270,98125,398500.0,425000.0,3,no
2568300132,98125,521000.0,425000.0,5,no
6414100111,98125,365000.0,425000.0,3,no
6798100070,98125,467000.0,425000.0,3,no
4427100105,98125,398000.0,425000.0,5,yes
8901000445,98125,390000.0,425000.0,3,no
8902000267,98125,500000.0,425000.0,3,no
9423400193,98125,473000.0,425000.0,3,no
6413100270,98125,490000.0,425000.0,3,no
5101406441,98125,490000.0,425000.0,3,no
3992700036,98125,415000.0,425000.0,3,no
1454100267,98125,430000.0,425000.0,3,no
1455600015,98125,760000.0,425000.0,5,no
9324800110,98125,420000.0,425000.0,5,yes
3834000805,98125,350000.0,425000.0,3,no
6381501636,98125,320000.0,425000.0,4,yes
8901001185,98125,505000.0,425000.0,3,no
2826049165,98125,517000.0,425000.0,3,no
1454600038,98125,985000.0,425000.0,3,no
6381500690,98125,427500.0,425000.0,5,no
2926049382,98125,650000.0,425000.0,3,no
7663700792,98125,228000.0,425000.0,3,no
8820902540,98125,425000.0,425000.0,4,no
7663700261,98125,395000.0,425000.0,4,yes
5418200245,98125,781000.0,425000.0,3,no
1160000115,98125,401000.0,425000.0,3,no
6161000015,98125,349950.0,425000.0,3,no
8901500178,98125,700000.0,425000.0,3,no
8901001335,98125,637000.0,425000.0,3,no
6855700115,98125,357250.0,425000.0,4,yes
1453602309,98125,288000.0,425000.0,3,no
2026049125,98125,310000.0,425000.0,3,no
1787600164,98125,310000.0,425000.0,4,yes
2568800121,98125,512500.0,425000.0,4,no
3992700265,98125,385100.0,425000.0,4,yes
6413600123,98125,455000.0,425000.0,3,no
9259900025,98125,430000.0,425000.0,5,no
4077800017,98125,775000.0,425000.0,4,no
5101406489,98125,432000.0,425000.0,4,no
1133000542,98125,425000.0,425000.0,3,no
8902000407,98125,480000.0,425000.0,4,no
5101407370,98125,458000.0,425000.0,3,no
1787600252,98125,282000.0,425000.0,3,no
3834500195,98125,527000.0,425000.0,3,no
2926049449,98125,384400.0,425000.0,3,no
5101408593,98125,534950.0,425000.0,3,no
8902000068,98125,430000.0,425000.0,3,no
1454600266,98125,925000.0,425000.0,3,no
1454100056,98125,355000.0,425000.0,5,yes
7663700654,98125,450000.0,425000.0,3,no
3226049184,98125,325000.0,425000.0,3,no
6414100721,98125,407500.0,425000.0,3,no
6798100652,98125,316750.0,425000.0,3,no
1133000100,98125,540000.0,425000.0,4,no
7663700551,98125,336000.0,425000.0,4,yes
6414100025,98125,538000.0,425000.0,3,no
5101407305,98125,319000.0,425000.0,3,no
8820902905,98125,375000.0,425000.0,3,no
5272200005,98125,175000.0,425000.0,3,no
8820900299,98125,419950.0,425000.0,3,no
6413600275,98125,446000.0,425000.0,5,no
3834500417,98125,469950.0,425000.0,3,no
3992700130,98125,267000.0,425000.0,3,no
2926049400,98125,500000.0,425000.0,3,no
1787600224,98125,390000.0,425000.0,3,no
7663700759,98125,368000.0,425000.0,3,no
6855700080,98125,294950.0,425000.0,3,no
1837000010,98125,404000.0,425000.0,3,no
4077800029,98125,630000.0,425000.0,3,no
8058500005,98125,290000.0,425000.0,3,no
4078300050,98125,780000.0,425000.0,5,no
6381500635,98125,342000.0,425000.0,3,no
1787600094,98125,285000.0,425000.0,3,no
2726049169,98125,625000.0,425000.0,3,no
6632300161,98125,422000.0,425000.0,3,no
2726049071,98125,510000.0,425000.0,3,no
1453602360,98125,1000000.0,425000.0,3,no
4077800094,98125,675000.0,425000.0,3,no
6381500170,98125,235000.0,425000.0,3,no
2926049408,98125,400000.0,425000.0,3,no
6381502155,98125,300000.0,425000.0,3,no
8820900670,98125,399950.0,425000.0,4,yes
3935900005,98125,1039000.0,425000.0,5,no
6412600005,98125,375000.0,425000.0,3,no
1566100010,98125,470000.0,425000.0,3,no
1133000050,98125,362000.0,425000.0,3,no
9421500010,98125,442500.0,425000.0,3,no
6413600151,98125,460000.0,425000.0,3,no
8901000911,98125,425000.0,425000.0,3,no
6413100122,98125,369950.0,425000.0,3,no
7715600050,98125,385000.0,425000.0,4,yes
9259900010,98125,466750.0,425000.0,3,no
1454100005,98125,350000.0,425000.0,3,no
1454100480,98125,378500.0,425000.0,4,yes
4427100095,98125,360000.0,425000.0,3,no
4354700010,98125,482500.0,425000.0,4,no
6868200029,98125,467500.0,425000.0,3,no
8901000143,98125,500000.0,425000.0,5,no
5101407250,98125,630000.0,425000.0,3,no
3992700585,98125,445500.0,425000.0,4,no
7156200005,98125,575000.0,425000.0,3,no
