id,zipcode,season,season_median_price,price,sell_price,profit
7129300520,98178,fall,287000.0,221900.0,288470.0,66570.0
2976800796,98178,fall,287000.0,236000.0,306800.0,70800.0
1180002378,98178,fall,287000.0,299000.0,328900.0,29900.0
1180500070,98178,fall,287000.0,335000.0,368500.0,33500.0
179000350,98178,fall,287000.0,194000.0,252200.0,58200.0
7878400135,98178,fall,287000.0,355000.0,390500.0,35500.0
7887200390,98178,fall,287000.0,294000.0,323400.0,29400.0
179003055,98178,fall,287000.0,210000.0,273000.0,63000.0
8073000495,98178,fall,287000.0,700000.0,770000.0,70000.0
4058801240,98178,fall,287000.0,330000.0,363000.0,33000.0
3352402250,98178,fall,287000.0,119900.0,155870.0,35970.0
399000195,98178,fall,287000.0,200000.0,260000.0,60000.0
1180500100,98178,fall,287000.0,353000.0,388300.0,35300.0
7129300420,98178,fall,287000.0,258000.0,335400.0,77400.0
185000161,98178,fall,287000.0,261000.0,339300.0,78300.0
4058801310,98178,fall,287000.0,287000.0,315700.0,28700.0
8068000305,98178,fall,287000.0,241000.0,313300.0,72300.0
3878900185,98178,fall,287000.0,303100.0,333410.0,30310.0
4058200630,98178,fall,287000.0,353000.0,388300.0,35300.0
7812800865,98178,fall,287000.0,170000.0,221000.0,51000.0
7657600195,98178,fall,287000.0,199950.0,259935.0,59985.0
1180000625,98178,fall,287000.0,315000.0,346500.0,31500.0
9218400088,98178,fall,287000.0,495000.0,544500.0,49500.0
2520900301,98178,fall,287000.0,239300.0,311090.0,71790.0
7812800515,98178,fall,287000.0,159075.0,206797.5,47722.5
4058801225,98178,fall,287000.0,350000.0,385000.0,35000.0
372000040,98178,fall,287000.0,304000.0,334400.0,30400.0
179001425,98178,fall,287000.0,230000.0,299000.0,69000.0
2976800115,98178,fall,287000.0,349170.0,384087.0,34917.0
4059400265,98178,fall,287000.0,339950.0,373945.0,33995.0
7390400026,98178,fall,287000.0,315000.0,346500.0,31500.0
179000505,98178,fall,287000.0,257000.0,334100.0,77100.0
1180000885,98178,fall,287000.0,340500.0,374550.0,34050.0
1180002735,98178,fall,287000.0,269000.0,349700.0,80700.0
4279900140,98178,fall,287000.0,251000.0,326300.0,75300.0
3352401090,98178,fall,287000.0,238950.0,310635.0,71685.0
2144800311,98178,fall,287000.0,315000.0,346500.0,31500.0
1180002470,98178,fall,287000.0,354000.0,389400.0,35400.0
1180003435,98178,fall,287000.0,275000.0,357500.0,82500.0
7192200040,98178,fall,287000.0,280000.0,364000.0,84000.0
2988800065,98178,fall,287000.0,281000.0,365300.0,84300.0
1262700040,98178,fall,287000.0,363500.0,399850.0,36350.0
393000142,98178,fall,287000.0,372000.0,409200.0,37200.0
2976800749,98178,fall,287000.0,150000.0,195000.0,45000.0
5476800201,98178,fall,287000.0,295000.0,324500.0,29500.0
7812801590,98178,fall,287000.0,219900.0,285870.0,65970.0
3352400351,98178,fall,287000.0,200000.0,260000.0,60000.0
7812801850,98178,fall,287000.0,194000.0,252200.0,58200.0
7657600005,98178,fall,287000.0,249950.0,324935.0,74985.0
8073000491,98178,fall,287000.0,700000.0,770000.0,70000.0
1180008370,98178,fall,287000.0,415000.0,456500.0,41500.0
4058802335,98178,fall,287000.0,326000.0,358600.0,32600.0
7689600630,98178,fall,287000.0,216500.0,281450.0,64950.0
4059400190,98178,fall,287000.0,225000.0,292500.0,67500.0
1123049126,98178,fall,287000.0,227000.0,295100.0,68100.0
3352401476,98178,fall,287000.0,199988.0,259984.4,59996.399999999994
7689600215,98178,fall,287000.0,202500.0,263250.0,60750.0
3352400661,98178,fall,287000.0,135900.0,176670.0,40770.0
9282801030,98178,fall,287000.0,440000.0,484000.0,44000.0
1180000830,98178,fall,287000.0,460000.0,506000.0,46000.0
2172000890,98178,fall,287000.0,385000.0,423500.0,38500.0
179001455,98178,fall,287000.0,445000.0,489500.0,44500.0
7813500040,98178,fall,287000.0,335000.0,368500.0,33500.0
4140940130,98178,fall,287000.0,450000.0,495000.0,45000.0
4140940150,98178,fall,287000.0,572000.0,629200.0,57200.0
4060000240,98178,summer,267975.0,205425.0,267052.5,61627.5
4058801670,98178,summer,267975.0,445000.0,489500.0,44500.0
3969300030,98178,summer,267975.0,165000.0,214500.0,49500.0
2172000075,98178,summer,267975.0,290900.0,319990.0,29090.0
1180003090,98178,summer,267975.0,190000.0,247000.0,57000.0
7812800565,98178,summer,267975.0,289500.0,318450.0,28950.0
2171400197,98178,summer,267975.0,350000.0,385000.0,35000.0
5476200160,98178,summer,267975.0,164808.0,214250.4,49442.399999999994
7567600045,98178,summer,267975.0,825000.0,907500.0,82500.0
7812800310,98178,summer,267975.0,260000.0,338000.0,78000.0
9368700341,98178,summer,267975.0,285000.0,313500.0,28500.0
3810000565,98178,summer,267975.0,255000.0,331500.0,76500.0
3810000202,98178,summer,267975.0,251700.0,327210.0,75510.0
4058802105,98178,summer,267975.0,150000.0,195000.0,45000.0
7129300400,98178,summer,267975.0,400000.0,440000.0,40000.0
5476200123,98178,summer,267975.0,200000.0,260000.0,60000.0
7813200115,98178,summer,267975.0,100000.0,130000.0,30000.0
7657000165,98178,summer,267975.0,200000.0,260000.0,60000.0
561000300,98178,summer,267975.0,345100.0,379610.0,34510.0
3348401584,98178,summer,267975.0,210000.0,273000.0,63000.0
1159100100,98178,summer,267975.0,359950.0,395945.0,35995.0
8073000265,98178,summer,267975.0,360000.0,396000.0,36000.0
3352402195,98178,summer,267975.0,169000.0,219700.0,50700.0
9282801950,98178,summer,267975.0,279000.0,306900.0,27900.0
8068000585,98178,summer,267975.0,235000.0,305500.0,70500.0
623059016,98178,summer,267975.0,1100000.0,1210000.0,110000.0
4141680190,98178,summer,267975.0,375000.0,412500.0,37500.0
1180008315,98178,summer,267975.0,212000.0,275600.0,63600.0
3810000480,98178,summer,267975.0,350000.0,385000.0,35000.0
8069000216,98178,summer,267975.0,356200.0,391820.0,35620.0
7657000225,98178,summer,267975.0,205000.0,266500.0,61500.0
3810000455,98178,summer,267975.0,340000.0,374000.0,34000.0
4058200985,98178,summer,267975.0,472000.0,519200.0,47200.0
8068000730,98178,summer,267975.0,315000.0,346500.0,31500.0
2144800615,98178,summer,267975.0,190000.0,247000.0,57000.0
2172000846,98178,summer,267975.0,248000.0,322400.0,74400.0
7689600650,98178,summer,267975.0,323500.0,355850.0,32350.0
3352400325,98178,summer,267975.0,225000.0,292500.0,67500.0
1180007005,98178,summer,267975.0,265950.0,345735.0,79785.0
3878900395,98178,summer,267975.0,323000.0,355300.0,32300.0
4058801065,98178,summer,267975.0,272000.0,299200.0,27200.0
